Column1,Column2,Column3,Column4,Column5,Column6,,,,
-2.012694954,2.190883028,4.675561927,4.699002294,-4.708337156,-4.684896789,,,,
4.232740826,4.232740826,-0.009965596,-4.112029817,-4.112029817,0.013474771,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
