0.123	0.020	0.033
0.122	0.020	0.020
0.123	0.020	0.024
0.124	0.020	0.055
0.106	0.020	0.066
0.123	0.020	0.041
0.123	0.020	0.036
0.123	0.020	0.052
0.124	0.020	0.058
0.123	0.020	0.028
0.106	0.020	0.054
0.123	0.020	0.048
0.123	0.020	0.028
0.122	0.020	0.020
0.122	0.020	0.020
0.105	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.121	0.020	0.027
0.104	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.102	0.020	0.109
0.123	0.020	0.036
0.124	0.020	0.064
0.123	0.020	0.047
0.123	0.020	0.048
0.123	0.020	0.031
0.105	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.023
0.122	0.020	0.020
0.052	0.111	0.020
0.069	0.111	0.020
0.069	0.111	0.020
0.052	0.110	0.020
0.069	0.093	0.020
0.052	0.110	0.020
0.069	0.111	0.020
0.069	0.111	0.020
0.051	0.110	0.020
0.069	0.111	0.020
0.069	0.111	0.020
0.051	0.091	0.029
0.066	0.107	0.104
0.068	0.108	0.058
0.051	0.110	0.020
0.069	0.110	0.021
0.069	0.110	0.021
0.051	0.091	0.020
0.069	0.111	0.020
0.052	0.110	0.020
0.069	0.110	0.020
0.069	0.110	0.020
0.052	0.111	0.020
0.069	0.092	0.020
0.069	0.111	0.020
0.053	0.112	0.050
0.072	0.116	0.133
0.071	0.113	0.061
0.051	0.109	0.033
0.069	0.110	0.020
0.052	0.092	0.020
0.069	0.110	0.020
0.070	0.112	0.031
0.052	0.111	0.020
0.069	0.111	0.020
0.070	0.112	0.033
0.052	0.092	0.020
0.069	0.111	0.020
0.069	0.110	0.020
0.051	0.110	0.020
0.069	0.110	0.020
0.052	0.110	0.020
0.069	0.092	0.020
0.069	0.111	0.020
0.052	0.110	0.020
0.069	0.110	0.020
0.069	0.110	0.020
0.052	0.110	0.020
0.069	0.110	0.020
0.069	0.092	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.110	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.129	0.020
0.020	0.128	0.020
0.020	0.129	0.034
0.020	0.110	0.020
0.020	0.128	0.020
0.020	0.129	0.031
0.020	0.128	0.020
0.020	0.129	0.034
0.020	0.128	0.020
0.020	0.109	0.020
0.020	0.129	0.034
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.109	0.020
0.020	0.128	0.020
0.020	0.126	0.051
0.020	0.126	0.037
0.020	0.127	0.020
0.020	0.128	0.020
0.020	0.110	0.020
0.020	0.128	0.020
0.020	0.127	0.020
0.020	0.127	0.020
0.020	0.127	0.020
0.020	0.127	0.021
0.020	0.108	0.042
0.020	0.127	0.021
0.020	0.126	0.042
0.020	0.126	0.042
0.020	0.127	0.026
0.020	0.127	0.020
0.020	0.108	0.025
0.122	0.020	0.026
0.121	0.020	0.026
0.121	0.020	0.050
0.121	0.020	0.045
0.121	0.020	0.045
0.104	0.020	0.039
0.121	0.020	0.040
0.121	0.020	0.045
0.121	0.020	0.029
0.121	0.020	0.048
0.121	0.020	0.043
0.121	0.020	0.040
0.121	0.020	0.040
0.121	0.020	0.040
0.122	0.020	0.024
0.121	0.020	0.040
0.122	0.020	0.023
0.121	0.020	0.040
0.121	0.020	0.040
0.105	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.024
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.123	0.020	0.031
0.123	0.020	0.036
0.123	0.020	0.031
0.123	0.020	0.020
0.123	0.020	0.031
0.105	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.121	0.020	0.063
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.122	0.020	0.020
0.123	0.020	0.020
0.123	0.020	0.020
0.123	0.020	0.028
0.105	0.020	0.023
0.123	0.020	0.047
0.124	0.020	0.076
0.125	0.020	0.099
0.124	0.020	0.061
0.123	0.020	0.051
0.123	0.020	0.032
0.123	0.020	0.020
0.123	0.020	0.020
0.123	0.020	0.045
0.122	0.020	0.020
0.123	0.020	0.020
0.123	0.020	0.020
0.123	0.020	0.041
0.106	0.020	0.036
0.123	0.020	0.024
0.123	0.020	0.020
0.123	0.020	0.041
0.123	0.020	0.020
0.123	0.020	0.046
0.123	0.020	0.024
0.123	0.020	0.046
0.123	0.020	0.051
0.124	0.020	0.057
0.124	0.020	0.084
0.124	0.020	0.084
0.124	0.020	0.067
0.106	0.020	0.063
0.124	0.020	0.062
0.124	0.020	0.076
0.124	0.020	0.071
0.124	0.020	0.062
0.124	0.020	0.062
0.124	0.020	0.073
0.125	0.020	0.095
0.125	0.020	0.101
0.124	0.020	0.081
0.124	0.020	0.084
0.124	0.020	0.076
0.124	0.020	0.089
0.125	0.020	0.116
0.107	0.020	0.084
0.125	0.020	0.100
0.124	0.020	0.067
0.124	0.020	0.084
0.020	0.109	0.020
0.020	0.126	0.037
0.020	0.127	0.020
0.020	0.127	0.026
0.020	0.127	0.026
0.020	0.126	0.031
0.020	0.127	0.026
0.020	0.127	0.021
0.020	0.109	0.025
0.020	0.126	0.031
0.020	0.124	0.083
0.020	0.124	0.083
0.020	0.130	0.062
0.020	0.129	0.037
0.020	0.127	0.026
0.020	0.128	0.020
0.020	0.109	0.020
0.020	0.127	0.020
0.020	0.127	0.020
0.020	0.127	0.020
0.020	0.127	0.023
0.020	0.128	0.020
0.020	0.129	0.025
0.020	0.128	0.020
0.020	0.109	0.020
0.020	0.127	0.021
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.130	0.061
0.020	0.129	0.034
0.020	0.128	0.020
0.020	0.110	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.127	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.128	0.020
0.020	0.109	0.020
0.020	0.128	0.020
0.054	0.107	0.027
0.072	0.107	0.045
0.054	0.107	0.044
0.072	0.106	0.049
0.054	0.108	0.020
0.072	0.106	0.055
0.071	0.107	0.033
0.054	0.108	0.024
0.072	0.106	0.054
0.054	0.107	0.035
0.071	0.107	0.024
0.053	0.108	0.020
0.071	0.107	0.026
0.071	0.107	0.026
0.053	0.108	0.020
0.071	0.107	0.032
0.054	0.108	0.020
0.071	0.107	0.024
0.071	0.107	0.032
0.054	0.108	0.024
0.071	0.107	0.023
0.053	0.108	0.020
0.071	0.108	0.020
0.054	0.126	0.025
0.071	0.107	0.024
0.071	0.108	0.020
0.053	0.108	0.020
0.071	0.108	0.020
0.054	0.107	0.046
0.072	0.107	0.040
0.053	0.109	0.020
0.072	0.107	0.040
0.071	0.107	0.024
0.054	0.107	0.041
0.072	0.106	0.057
0.053	0.108	0.020
0.071	0.107	0.038
0.071	0.107	0.024
0.054	0.108	0.020
0.071	0.107	0.024
0.054	0.107	0.036
0.071	0.108	0.020
0.053	0.108	0.020
0.071	0.107	0.027
0.070	0.108	0.020
0.053	0.109	0.020
0.071	0.108	0.020
0.053	0.108	0.020
0.071	0.108	0.020
0.052	0.109	0.026
