19.505	4.693	34.559
19.423	4.695	34.552
19.342	4.697	34.536
19.259	4.688	34.499
19.188	4.690	34.455
19.106	4.693	34.428
19.024	4.695	34.404
18.942	4.698	34.369
18.859	4.688	34.331
18.777	4.690	34.312
18.707	4.693	34.277
18.624	4.695	34.245
18.542	4.697	34.226
18.461	4.699	34.224
18.379	4.688	34.225
18.309	4.689	34.218
18.228	4.691	34.218
18.147	4.692	34.217
18.066	4.693	34.228
17.984	4.682	34.239
17.903	4.683	34.257
17.834	4.684	34.262
17.752	4.685	34.270
17.671	4.686	34.274
17.590	4.675	34.281
17.508	4.676	34.282
17.441	4.674	34.355
17.359	4.677	34.331
17.276	4.680	34.289
17.194	4.682	34.257
17.111	4.673	34.225
17.029	4.675	34.204
16.960	4.676	34.198
16.878	4.678	34.188
16.796	4.679	34.190
16.715	4.668	34.205
16.634	4.669	34.218
16.600	4.742	34.210
16.553	4.816	34.199
16.507	4.890	34.191
16.473	4.964	34.190
16.426	5.026	34.182
16.392	5.099	34.182
16.346	5.173	34.174
16.300	5.247	34.174
16.265	5.320	34.177
16.219	5.394	34.169
16.173	5.468	34.169
16.139	5.529	34.188
16.095	5.600	34.257
16.050	5.672	34.296
16.015	5.745	34.299
15.970	5.818	34.313
15.924	5.892	34.327
15.890	5.953	34.337
15.844	6.026	34.331
15.809	6.100	34.332
15.763	6.173	34.336
15.718	6.247	34.344
15.683	6.321	34.338
15.637	6.382	34.341
15.591	6.456	34.341
15.556	6.530	34.308
15.507	6.607	34.219
15.460	6.683	34.178
15.426	6.755	34.200
15.380	6.829	34.203
15.346	6.890	34.195
15.300	6.964	34.196
15.253	7.039	34.176
15.219	7.112	34.168
15.172	7.186	34.160
15.126	7.261	34.138
15.091	7.322	34.140
15.045	7.396	34.129
14.999	7.470	34.132
14.965	7.543	34.135
14.919	7.617	34.139
14.884	7.690	34.138
14.838	7.752	34.141
14.792	7.825	34.140
14.758	7.899	34.137
14.712	7.972	34.146
14.666	8.046	34.155
14.632	8.119	34.154
14.586	8.193	34.157
14.540	8.254	34.165
14.540	8.339	34.154
14.540	8.425	34.147
14.541	8.510	34.136
14.529	8.596	34.126
14.530	8.681	34.116
14.530	8.755	34.104
14.530	8.840	34.093
14.531	8.925	34.094
14.519	9.011	34.082
14.520	9.096	34.082
14.520	9.182	34.059
14.520	9.255	34.047
14.509	9.340	34.050
14.509	9.426	34.030
14.510	9.512	34.023
14.509	9.597	34.001
14.510	9.683	34.000
14.499	9.755	34.012
14.499	9.841	33.990
14.500	9.926	33.991
14.500	10.012	33.979
14.489	10.097	33.971
14.489	10.182	33.970
14.490	10.255	33.984
14.491	10.340	33.985
14.492	10.423	34.019
14.482	10.508	34.044
14.482	10.593	34.047
14.483	10.678	34.044
14.483	10.751	34.033
14.472	10.836	34.036
14.473	10.921	34.042
14.473	11.006	34.045
14.474	11.091	34.051
14.475	11.176	34.065
14.465	11.248	34.092
14.466	11.332	34.106
14.467	11.416	34.134
14.468	11.500	34.162
14.458	11.585	34.180
14.458	11.670	34.182
14.459	11.742	34.199
14.540	11.753	34.182
14.621	11.753	34.165
14.702	11.753	34.131
14.782	11.752	34.101
14.863	11.752	34.071
14.932	11.764	34.045
15.013	11.764	34.018
15.094	11.764	33.988
15.174	11.763	33.969
15.255	11.763	33.937
15.336	11.763	33.908
15.417	11.774	33.882
15.497	11.774	33.855
15.578	11.774	33.828
15.659	11.773	33.812
15.740	11.773	33.786
15.821	11.784	33.770
15.902	11.784	33.743
15.982	11.783	33.716
16.052	11.782	33.712
16.133	11.782	33.699
16.215	11.792	33.698
16.296	11.792	33.683
16.377	11.790	33.681
16.459	11.789	33.691
16.540	11.787	33.689
16.622	11.786	33.699
16.704	11.796	33.720
16.786	11.793	33.744
16.868	11.791	33.764
16.949	11.789	33.777
17.031	11.787	33.798
17.101	11.798	33.800
17.183	11.797	33.799
